Generation,Min Conflict,Max Conflict,Avg Conflict
1,27,53,39.260000
2,27,50,38.140000
3,26,48,35.960000
4,26,47,35.170000
5,25,45,34.400000
6,25,46,33.040000
7,25,48,33.120000
8,24,46,32.750000
9,22,47,32.730000
10,22,43,31.380000
11,22,42,30.740000
12,22,42,30.450000
13,21,42,29.300000
14,21,41,28.720000
15,18,42,28.800000
16,18,41,27.310000
17,17,40,26.330000
18,20,34,25.610000
19,18,33,24.570000
20,17,31,23.580000
21,16,31,22.620000
22,16,37,22.260000
23,16,31,22.330000
24,16,29,22.130000
25,15,31,21.320000
26,14,34,20.580000
27,14,29,19.510000
28,14,31,18.930000
29,10,29,18.550000
30,11,26,17.630000
31,11,24,16.640000
32,8,21,16.000000
33,8,22,14.870000
34,8,21,14.430000
35,8,20,14.020000
36,7,18,13.260000
37,7,22,12.860000
38,7,18,12.170000
39,7,21,11.360000
40,7,17,10.840000
41,7,16,9.940000
42,6,20,9.440000
43,7,22,9.180000
44,7,15,9.020000
45,7,18,9.020000
46,7,14,8.700000
47,6,14,8.480000
48,6,11,8.270000
49,6,12,8.040000
50,6,11,7.650000
51,6,14,7.700000
52,6,10,7.530000
53,6,10,7.290000
54,6,14,7.130000
55,6,12,7.050000
56,6,12,7.000000
57,6,12,7.000000
58,6,14,6.970000
59,6,12,6.970000
60,6,11,7.000000
61,6,13,6.980000
62,6,19,6.890000
63,6,17,6.730000
64,6,13,6.790000
65,6,11,6.670000
66,6,13,6.610000
67,6,13,6.560000
68,6,17,6.560000
69,6,9,6.470000
70,6,14,6.580000
71,6,13,6.570000
72,6,9,6.450000
73,6,11,6.560000
74,6,14,6.540000
75,6,12,6.630000
76,6,9,6.340000
77,6,8,6.290000
78,6,7,6.130000
79,6,10,6.080000
80,6,9,6.140000
81,6,10,6.150000
82,6,12,6.230000
83,6,11,6.210000
84,6,13,6.180000
85,6,10,6.110000
86,6,10,6.110000
87,6,11,6.110000
88,6,10,6.080000
89,6,8,6.020000
90,6,11,6.220000
91,6,15,6.170000
92,6,10,6.070000
93,6,9,6.040000
94,6,8,6.020000
95,6,14,6.100000
96,6,11,6.120000
97,6,7,6.020000
98,6,8,6.020000
99,6,15,6.130000
100,6,12,6.150000
101,6,15,6.200000
102,6,10,6.080000
103,6,9,6.100000
104,6,13,6.160000
105,6,9,6.030000
106,6,15,6.150000
107,6,13,6.280000
108,6,10,6.100000
109,6,7,6.040000
110,6,11,6.090000
111,6,10,6.060000
112,6,6,6.000000
113,6,12,6.100000
114,6,6,6.000000
115,6,9,6.070000
116,6,8,6.040000
117,6,15,6.130000
118,6,12,6.160000
119,6,11,6.120000
120,6,14,6.230000
121,6,13,6.280000
122,6,13,6.170000
123,6,11,6.210000
124,6,12,6.180000
125,6,15,6.320000
126,6,11,6.240000
127,6,11,6.230000
128,6,13,6.260000
129,6,11,6.330000
130,6,9,6.070000
131,6,8,6.060000
132,6,12,6.160000
133,6,12,6.100000
134,6,9,6.030000
135,6,14,6.090000
136,6,9,6.040000
137,6,12,6.070000
138,6,11,6.130000
139,6,10,6.060000
140,6,9,6.040000
141,6,10,6.100000
142,6,12,6.080000
143,6,11,6.140000
144,4,16,6.250000
145,4,12,6.100000
146,4,9,6.110000
147,5,9,6.140000
148,5,9,6.120000
149,5,12,6.210000
150,5,11,6.090000
151,4,14,6.210000
152,4,12,6.080000
153,5,17,6.180000
154,4,10,6.050000
155,4,9,6.060000
156,4,13,6.040000
157,4,9,5.940000
158,4,10,5.860000
159,4,9,5.820000
160,4,11,5.730000
161,4,12,5.620000
162,4,12,5.500000
163,4,10,5.290000
164,4,14,5.220000
165,4,8,5.100000
166,4,12,4.820000
167,4,10,4.580000
168,4,7,4.530000
169,4,8,4.220000
170,4,7,4.070000
171,4,7,4.060000
172,4,7,4.090000
173,4,8,4.060000
174,4,10,4.190000
175,4,10,4.090000
176,3,4,3.990000
177,2,4,3.450000
178,2,4,2.980000
179,2,13,3.080000
180,2,4,3.020000
181,2,6,3.050000
182,3,4,3.010000
183,3,12,3.090000
184,3,3,3.000000
185,3,6,3.030000
186,3,6,3.030000
187,3,6,3.050000
188,2,5,3.010000
189,3,8,3.070000
190,3,10,3.100000
191,3,5,3.020000
192,3,3,3.000000
193,3,13,3.100000
194,3,7,3.100000
195,3,11,3.110000
196,3,3,3.000000
197,3,7,3.060000
198,3,6,3.060000
199,3,5,3.040000
200,3,4,3.010000
201,3,7,3.070000
202,3,6,3.090000
203,3,6,3.050000
204,3,13,3.140000
205,3,5,3.040000
206,3,12,3.230000
207,3,8,3.110000
208,3,9,3.210000
209,3,7,3.110000
210,3,9,3.160000
211,3,8,3.110000
212,3,13,3.320000
213,3,10,3.350000
214,3,6,3.130000
215,3,8,3.070000
216,3,8,3.120000
217,3,12,3.100000
218,3,8,3.100000
219,3,3,3.000000
220,2,11,3.260000
221,2,11,3.160000
222,2,13,3.200000
223,3,7,3.150000
224,3,12,3.220000
225,3,6,3.120000
226,3,5,3.090000
227,3,13,3.270000
228,3,6,3.080000
229,3,8,3.120000
230,3,7,3.070000
231,3,5,3.030000
232,3,12,3.150000
233,3,9,3.110000
234,3,6,3.030000
235,3,8,3.110000
236,3,5,3.050000
237,3,12,3.160000
238,3,12,3.200000
239,3,8,3.140000
240,3,11,3.170000
241,3,12,3.210000
242,3,8,3.310000
243,3,6,3.110000
244,3,8,3.120000
245,3,6,3.060000
246,3,9,3.140000
247,3,6,3.110000
248,3,12,3.250000
249,3,6,3.060000
250,3,7,3.050000
251,3,8,3.060000
252,3,3,3.000000
253,3,8,3.100000
254,3,6,3.060000
255,3,14,3.280000
256,3,8,3.170000
257,3,11,3.260000
258,3,6,3.090000
259,2,10,3.140000
260,3,9,3.190000
261,3,8,3.130000
262,3,9,3.220000
263,3,8,3.090000
264,3,9,3.160000
265,3,9,3.100000
266,3,7,3.090000
267,3,14,3.370000
268,3,5,3.080000
269,3,5,3.020000
270,3,11,3.080000
271,3,9,3.060000
272,3,11,3.160000
273,3,7,3.110000
274,3,12,3.160000
275,3,12,3.120000
276,3,4,3.010000
277,3,6,3.030000
278,3,7,3.060000
279,3,14,3.180000
280,3,13,3.250000
281,3,10,3.340000
282,3,8,3.250000
283,3,6,3.080000
284,3,8,3.060000
285,2,11,3.100000
286,2,11,3.120000
287,2,13,3.160000
288,2,6,3.050000
289,2,12,3.130000
290,2,12,3.150000
291,2,5,3.050000
292,2,10,3.120000
293,2,8,3.160000
294,2,8,3.120000
295,2,6,3.090000
296,3,12,3.130000
297,3,11,3.150000
298,3,13,3.210000
299,3,12,3.330000
300,3,12,3.190000
301,3,7,3.180000
302,3,6,3.070000
303,3,4,3.020000
304,3,3,3.000000
305,3,3,3.000000
306,3,5,3.050000
307,3,9,3.150000
308,3,7,3.040000
309,3,4,3.020000
310,3,5,3.020000
311,3,8,3.090000
312,3,3,3.000000
313,3,3,3.000000
314,3,3,3.000000
315,3,10,3.110000
316,3,8,3.170000
317,3,7,3.170000
318,3,6,3.130000
319,3,14,3.160000
320,3,11,3.190000
321,3,9,3.200000
322,3,6,3.140000
323,3,8,3.110000
324,3,13,3.220000
325,3,7,3.150000
326,3,5,3.080000
327,3,8,3.100000
328,3,5,3.060000
329,3,6,3.040000
330,3,6,3.050000
331,3,12,3.090000
332,3,6,3.070000
333,3,9,3.150000
334,3,7,3.160000
335,3,7,3.070000
336,3,6,3.050000
337,3,6,3.050000
338,3,8,3.050000
339,3,7,3.060000
340,3,8,3.080000
341,3,5,3.100000
342,3,6,3.100000
343,3,8,3.130000
344,3,10,3.110000
345,3,7,3.070000
346,3,12,3.210000
347,2,8,3.250000
348,2,11,3.280000
349,2,7,3.240000
350,2,11,3.200000
351,2,5,3.110000
352,3,7,3.120000
353,3,7,3.100000
354,3,5,3.050000
355,3,6,3.070000
356,3,10,3.190000
357,3,3,3.000000
358,3,6,3.050000
359,3,4,3.020000
360,3,4,3.020000
361,3,15,3.210000
362,3,11,3.330000
363,3,6,3.080000
364,3,6,3.060000
365,3,11,3.100000
366,3,9,3.080000
367,3,6,3.090000
368,3,8,3.130000
369,3,16,3.240000
370,3,6,3.140000
371,3,11,3.170000
372,3,8,3.090000
373,3,10,3.100000
374,3,13,3.160000
375,3,8,3.120000
376,3,12,3.280000
377,3,10,3.200000
378,3,6,3.210000
379,3,10,3.200000
380,3,5,3.070000
381,3,12,3.220000
382,3,9,3.260000
383,3,9,3.320000
384,3,8,3.270000
385,3,8,3.220000
386,3,5,3.080000
387,3,4,3.020000
388,3,4,3.010000
389,3,10,3.200000
390,3,15,3.180000
391,3,6,3.120000
392,3,6,3.030000
393,3,10,3.070000
394,3,7,3.040000
395,3,5,3.020000
396,3,11,3.080000
397,3,6,3.080000
398,3,6,3.080000
399,3,8,3.140000
400,3,8,3.160000
401,3,7,3.170000
402,3,5,3.090000
403,3,4,3.020000
404,3,5,3.020000
405,3,12,3.180000
406,3,9,3.150000
407,3,15,3.180000
408,3,11,3.250000
409,3,8,3.120000
410,3,7,3.100000
411,3,9,3.130000
412,3,8,3.290000
413,3,7,3.110000
414,3,8,3.100000
415,3,12,3.190000
416,3,6,3.120000
417,3,5,3.030000
418,3,10,3.190000
419,3,7,3.100000
420,3,4,3.010000
421,3,3,3.000000
422,3,6,3.050000
423,2,12,3.160000
424,2,6,3.080000
425,2,6,3.080000
426,3,6,3.030000
427,2,12,3.220000
428,3,9,3.100000
429,3,5,3.060000
430,3,6,3.040000
431,3,9,3.120000
432,3,13,3.160000
433,3,8,3.080000
434,3,7,3.110000
435,3,6,3.050000
436,3,7,3.070000
437,3,9,3.170000
438,3,5,3.060000
439,3,4,3.030000
440,3,12,3.130000
441,3,10,3.190000
442,3,8,3.110000
443,3,5,3.020000
444,3,7,3.050000
445,3,11,3.260000
446,3,7,3.190000
447,3,5,3.050000
448,3,9,3.160000
449,3,10,3.160000
450,3,13,3.140000
451,3,7,3.130000
452,3,9,3.120000
453,3,15,3.190000
454,3,7,3.140000
455,3,9,3.150000
456,3,11,3.100000
457,3,12,3.090000
458,3,3,3.000000
459,3,7,3.110000
460,3,4,3.010000
461,3,12,3.190000
462,3,9,3.150000
463,3,3,3.000000
464,3,6,3.050000
465,3,12,3.090000
466,3,13,3.170000
467,3,7,3.100000
468,3,9,3.080000
469,2,6,3.080000
470,3,9,3.170000
471,3,9,3.100000
472,3,3,3.000000
473,3,6,3.060000
474,3,5,3.040000
