Generation,Min Conflict,Max Conflict,Avg Conflict
1,25,53,39.000000
2,24,53,37.460000
3,25,52,35.900000
4,25,58,35.530000
5,25,50,35.400000
6,23,53,34.460000
7,23,50,33.270000
8,23,46,33.220000
9,20,47,31.880000
10,20,45,30.630000
11,20,46,30.030000
12,20,47,30.460000
13,21,44,29.620000
14,21,47,29.510000
15,16,45,29.750000
16,16,40,28.930000
17,16,43,29.720000
18,20,42,29.270000
19,19,45,28.150000
20,18,44,27.930000
21,15,44,28.020000
22,15,43,26.960000
23,15,37,26.730000
24,15,37,24.850000
25,15,38,24.570000
26,15,33,23.230000
27,15,31,21.520000
28,14,31,19.860000
29,13,29,19.060000
30,10,28,18.120000
31,11,28,17.510000
32,11,26,16.890000
33,11,24,15.750000
34,11,21,15.220000
35,9,21,14.660000
36,9,19,13.960000
37,9,18,12.850000
38,9,17,12.070000
39,8,16,11.290000
40,7,15,10.740000
41,7,14,10.060000
42,6,18,9.880000
43,6,15,9.890000
44,6,15,9.390000
45,6,14,8.910000
46,7,13,8.510000
47,6,15,8.110000
48,6,13,8.260000
49,6,12,8.170000
50,6,12,7.910000
51,6,10,7.580000
52,6,11,7.380000
53,5,12,7.480000
54,5,11,7.280000
55,6,11,7.280000
56,6,9,7.010000
57,6,10,6.930000
58,6,12,6.890000
59,6,12,6.900000
60,6,11,6.710000
61,5,14,6.580000
62,6,14,6.610000
63,5,10,6.560000
64,5,10,6.440000
65,5,12,6.320000
66,5,10,6.250000
67,4,9,6.090000
68,4,8,6.040000
69,4,11,5.940000
70,4,10,6.010000
71,4,9,5.840000
72,4,8,5.690000
73,4,8,5.550000
74,4,14,5.530000
75,4,11,5.760000
76,4,9,5.640000
77,4,10,5.670000
78,4,9,5.440000
79,4,8,5.240000
80,4,8,4.980000
81,4,10,4.790000
82,4,9,4.870000
83,4,10,4.600000
84,3,8,4.580000
85,3,10,4.470000
86,3,7,4.390000
87,3,7,4.210000
88,3,7,4.150000
89,3,9,4.220000
90,3,9,4.180000
91,3,8,4.230000
92,3,10,4.130000
93,3,13,4.270000
94,3,8,4.010000
95,3,10,3.910000
96,3,6,3.670000
97,3,6,3.600000
98,2,7,3.460000
99,2,8,3.440000
100,3,6,3.360000
101,3,8,3.370000
102,3,7,3.240000
103,3,5,3.160000
104,3,8,3.250000
105,3,7,3.260000
106,3,6,3.190000
107,3,9,3.230000
108,3,12,3.370000
109,3,6,3.170000
110,3,9,3.390000
111,3,8,3.480000
112,3,10,3.510000
113,3,6,3.330000
114,3,7,3.330000
115,3,6,3.280000
116,3,7,3.200000
117,3,9,3.190000
118,3,6,3.190000
119,3,8,3.160000
120,3,9,3.170000
121,3,8,3.230000
122,3,7,3.160000
123,3,8,3.170000
124,3,8,3.170000
125,3,10,3.210000
126,3,7,3.210000
127,3,6,3.230000
128,3,9,3.220000
129,3,5,3.080000
130,3,8,3.170000
131,3,9,3.190000
132,2,11,3.230000
133,2,7,3.230000
134,3,8,3.230000
135,3,9,3.330000
136,3,7,3.300000
137,3,6,3.210000
138,3,7,3.240000
139,3,8,3.180000
140,3,9,3.220000
141,3,7,3.180000
142,3,8,3.230000
143,3,7,3.100000
144,3,7,3.140000
145,3,8,3.220000
146,3,6,3.260000
147,3,7,3.200000
148,2,8,3.120000
149,2,7,3.130000
150,2,9,3.120000
151,2,7,3.110000
152,2,8,3.100000
153,2,9,3.180000
154,2,5,3.010000
155,2,5,2.920000
156,2,8,2.880000
157,2,8,2.940000
158,1,9,2.850000
159,1,9,2.760000
160,1,6,2.730000
161,1,6,2.570000
162,1,7,2.560000
163,1,3,2.310000
164,1,7,1.940000
165,1,8,1.880000
166,1,7,1.890000
167,1,4,1.800000
168,1,7,1.810000
169,1,5,1.640000
170,1,5,1.730000
171,1,3,1.520000
172,1,6,1.390000
173,1,4,1.270000
174,1,8,1.320000
175,1,4,1.310000
176,1,4,1.260000
177,1,7,1.250000
178,1,7,1.440000
179,1,5,1.340000
180,1,6,1.270000
181,1,6,1.300000
182,1,5,1.250000
183,1,5,1.200000
184,0,3,1.080000
185,0,4,1.050000
186,0,10,1.210000
187,0,5,1.220000
188,0,6,1.240000
189,0,6,1.230000
190,0,4,1.210000
191,0,5,1.120000
192,0,7,1.160000
193,0,3,1.120000
194,0,6,1.140000
195,0,8,1.080000
196,0,6,1.300000
197,0,5,1.180000
198,0,7,1.180000
199,0,4,1.120000
200,0,5,1.100000
201,0,6,1.170000
202,0,5,1.170000
203,0,6,1.200000
204,0,5,1.220000
205,0,9,1.240000
206,0,7,1.130000
207,0,4,1.190000
208,0,4,1.150000
209,0,6,1.240000
210,1,7,1.370000
211,1,5,1.250000
212,1,5,1.200000
213,1,4,1.190000
214,1,5,1.210000
215,1,5,1.270000
216,1,6,1.210000
217,1,7,1.290000
218,1,9,1.150000
219,1,5,1.150000
220,1,3,1.030000
221,1,5,1.110000
222,1,5,1.180000
223,1,5,1.170000
224,1,5,1.120000
225,1,6,1.150000
226,1,5,1.120000
227,1,5,1.110000
228,1,5,1.140000
229,1,8,1.240000
230,1,6,1.210000
231,1,4,1.130000
232,1,4,1.070000
233,1,5,1.150000
234,1,5,1.330000
235,1,4,1.230000
236,1,9,1.250000
237,1,6,1.200000
238,0,7,1.180000
239,1,3,1.090000
240,1,4,1.090000
241,1,5,1.130000
242,1,4,1.140000
243,0,5,1.180000
244,0,6,1.210000
245,0,5,1.180000
246,0,5,1.130000
247,0,5,1.210000
248,1,6,1.190000
249,1,5,1.170000
250,1,5,1.180000
251,1,6,1.240000
252,1,6,1.230000
253,1,5,1.250000
254,1,9,1.340000
255,1,9,1.420000
256,1,3,1.160000
257,1,5,1.200000
258,1,7,1.250000
259,1,7,1.230000
260,1,10,1.340000
261,1,5,1.300000
262,1,6,1.240000
263,0,6,1.140000
264,1,6,1.150000
265,1,4,1.180000
266,1,7,1.240000
267,1,5,1.200000
268,1,6,1.090000
269,1,9,1.200000
270,0,5,1.210000
271,0,6,1.250000
272,0,5,1.130000
273,0,5,1.100000
274,0,5,1.170000
275,1,7,1.160000
276,1,4,1.200000
277,1,7,1.150000
278,1,11,1.240000
279,1,6,1.240000
280,1,6,1.270000
281,1,8,1.320000
282,1,5,1.200000
283,1,3,1.110000
284,1,10,1.190000
285,1,7,1.100000
286,1,4,1.090000
287,1,4,1.110000
288,1,7,1.080000
289,1,6,1.210000
290,1,5,1.200000
291,1,8,1.280000
292,1,6,1.300000
293,1,5,1.200000
294,1,7,1.180000
295,1,7,1.180000
296,1,8,1.240000
297,1,8,1.440000
298,1,7,1.310000
299,1,5,1.240000
300,1,4,1.190000
301,1,4,1.160000
302,1,6,1.250000
303,1,6,1.360000
304,1,5,1.300000
305,1,6,1.210000
306,1,4,1.110000
307,1,5,1.120000
308,1,10,1.220000
309,1,6,1.240000
310,1,7,1.270000
311,0,5,1.180000
312,0,5,1.180000
313,1,6,1.180000
314,1,3,1.070000
315,1,7,1.120000
316,1,5,1.150000
317,1,5,1.190000
318,1,5,1.180000
319,1,5,1.130000
320,1,4,1.190000
321,1,6,1.230000
322,1,4,1.190000
323,1,5,1.160000
324,1,5,1.220000
325,1,3,1.060000
326,1,5,1.100000
327,1,6,1.230000
328,1,5,1.200000
329,0,5,1.160000
330,0,5,1.150000
331,0,4,1.080000
332,0,4,1.070000
333,1,5,1.140000
334,1,6,1.150000
335,1,7,1.320000
336,1,6,1.260000
337,1,5,1.260000
338,1,5,1.250000
339,1,5,1.240000
340,1,7,1.080000
341,1,4,1.040000
342,1,11,1.200000
343,1,9,1.300000
344,1,9,1.380000
345,1,10,1.390000
346,1,9,1.340000
347,1,5,1.250000
348,1,6,1.250000
349,1,5,1.190000
350,1,5,1.190000
351,1,5,1.170000
352,1,5,1.150000
353,1,5,1.350000
354,1,9,1.350000
355,1,8,1.250000
356,1,5,1.170000
357,1,6,1.170000
358,1,5,1.290000
359,1,13,1.400000
360,1,6,1.300000
361,1,7,1.150000
362,1,6,1.210000
363,1,5,1.200000
364,1,9,1.310000
365,1,6,1.360000
366,1,6,1.350000
367,1,7,1.310000
368,1,4,1.250000
369,1,5,1.250000
370,1,3,1.120000
371,1,7,1.220000
372,1,5,1.260000
373,1,3,1.140000
374,1,5,1.100000
375,1,4,1.090000
376,1,6,1.100000
377,1,5,1.080000
378,1,8,1.190000
379,1,4,1.110000
380,1,4,1.190000
381,1,4,1.130000
382,0,5,1.120000
383,0,7,1.120000
384,0,5,1.220000
385,0,6,1.320000
386,1,7,1.230000
387,1,4,1.190000
388,1,6,1.210000
389,1,5,1.210000
390,1,5,1.260000
391,1,8,1.280000
392,1,6,1.270000
393,1,9,1.260000
394,1,4,1.170000
395,1,5,1.130000
396,1,7,1.150000
397,1,10,1.250000
398,1,5,1.190000
399,1,9,1.350000
400,1,10,1.400000
401,1,7,1.470000
402,1,5,1.250000
403,1,5,1.290000
404,1,8,1.270000
405,1,4,1.270000
406,1,3,1.110000
407,1,7,1.220000
408,0,5,1.200000
409,0,4,1.030000
410,0,4,1.070000
411,0,3,1.000000
412,0,6,1.230000
413,0,4,0.990000
414,0,10,1.160000
415,0,5,1.080000
416,0,4,1.000000
417,0,6,1.050000
418,0,6,1.010000
419,0,5,0.900000
420,0,4,0.970000
421,0,5,0.870000
422,0,8,1.230000
423,0,6,1.120000
424,0,7,1.010000
425,0,8,0.910000
426,0,9,0.820000
427,0,6,0.940000
428,0,4,0.840000
429,0,8,0.710000
430,0,6,0.630000
431,0,8,0.640000
432,0,4,0.630000
433,0,1,0.350000
434,0,5,0.140000
435,0,5,0.110000
436,0,3,0.140000
437,0,3,0.220000
438,0,5,0.200000
439,0,4,0.110000
440,0,5,0.200000
441,0,4,0.240000
442,0,5,0.240000
443,0,4,0.190000
444,0,3,0.140000
445,0,3,0.160000
446,0,2,0.110000
447,0,3,0.070000
448,0,5,0.120000
449,0,2,0.130000
450,0,6,0.270000
451,0,4,0.190000
452,0,4,0.230000
453,0,4,0.190000
454,0,5,0.200000
455,0,5,0.230000
456,0,9,0.300000
457,0,6,0.310000
458,0,3,0.290000
459,0,5,0.430000
460,0,4,0.290000
461,0,4,0.290000
462,0,4,0.310000
463,0,3,0.120000
464,0,3,0.070000
465,0,5,0.160000
466,0,6,0.270000
467,0,8,0.190000
468,0,3,0.130000
469,0,9,0.160000
470,0,1,0.030000
471,0,0,0.000000
